USER,SEX,AGE,MARITAL_STATUS,CHILD_QTY,HEIGHT,WEIGHT,SLEEP_HRS,PHYSICAL_ACT,READING,WORK_HRS,WORK_FIELD,SMOKER,LIVING_STYLE,BURNOUT,WORKFROMHOME
956,0,56,1,3,161,64,7,176,1,-47,Health and Medicine,1,0,1,NO
964,0,56,1,3,167,65,7,177,1,-47,Health and Medicine,0,1,1,NO
972,0,56,1,3,166,66,7,40,1,-47,Health and Medicine,0,1,1,NO
980,0,56,0,3,165,89,7,41,1,-47,Law and Public Policy,1,1,1,NO
988,0,56,0,3,164,77,7,42,1,-47,Law and Public Policy,0,1,1,NO
996,0,56,0,3,163,76,7,43,1,-47,Law and Public Policy,1,1,1,NO
1027,0,56,0,3,162,57,7,44,1,-47,Health and Medicine,0,1,1,NO
1068,0,56,1,3,161,58,7,45,1,-47,Architecture and Engineering,1,1,0,YES
1107,0,56,1,3,167,59,7,46,1,-47,Architecture and Engineering,0,1,0,NO
1146,0,56,0,3,166,60,7.5,47,1,-47,Health and Medicine,0,1,0,NO
1185,0,56,0,3,165,61,7.4,48,1,-47,Education,0,0,0,NO
1224,0,56,1,3,164,62,7.3,49,1,-47,Architecture and Engineering,0,0,0,NO
1263,0,56,1,3,163,63,7,50,1,-47,Education,0,0,1,YES
1302,0,56,0,3,162,64,7,51,1,-47,Architecture and Engineering,0,0,0,YES
30,1,57,0,3,151,90,5.3,52,0,-49,Government,0,1,1,YES
68,1,57,1,3,152,96,5.2,53,0,-49,Government,0,1,1,YES
106,1,57,1,3,153,95,5.1,54,0,-49,Government,0,1,1,NO
317,1,57,1,3,154,89,5,55,0,-49,Government,0,1,1,YES
358,1,57,1,3,155,89,4.9,56,0,-49,Government,0,1,1,YES
399,1,57,0,3,156,89,5.9,57,0,-49,Community and Social Services,0,1,1,YES
440,1,57,1,3,157,88,5.8,58,0,-49,Government,0,1,1,NO
481,1,57,1,3,158,88,5.7,59,0,-49,Government,0,1,1,YES
522,1,57,1,3,159,87,5.6,60,0,-49,Government,0,1,1,YES
563,1,57,1,3,150,87,5.5,61,0,-49,Education,0,1,0,YES
604,1,57,0,3,151,86,5.4,62,0,-49,Government,0,1,0,NO
645,1,57,1,3,152,86,5.3,63,0,-49,Education,0,1,1,YES
686,0,57,1,3,161,65,7,64,1,-49,Arts and Entertainment,0,0,0,YES
727,0,57,1,3,167,66,7,65,1,-49,Education,0,0,1,YES
768,0,57,1,3,166,89,7,66,1,-49,Sales and Business Management,0,0,1,YES
809,0,57,0,3,165,77,7,67,1,-49,Sales and Business Management,0,0,0,YES
850,0,57,1,3,164,76,7,68,1,-49,Arts and Entertainment,0,0,0,YES
891,0,57,0,3,163,57,7,69,1,-49,Sales and Business Management,0,0,0,YES
909,0,57,0,3,162,58,7,70,1,-49,Architecture and Engineering,1,0,1,NO
917,0,57,1,3,161,59,7,71,1,-49,Arts and Entertainment,1,0,0,YES
925,0,57,0,3,167,60,6.9,72,1,-49,Architecture and Engineering,1,0,1,YES
933,0,57,1,3,166,61,7.4,73,1,-49,Architecture and Engineering,1,0,1,NO
941,0,57,0,3,165,62,7.3,74,1,-49,Sales and Business Management,0,0,1,NO
949,0,57,1,3,164,63,7,75,1,-49,Sales and Business Management,0,1,1,NO
957,0,57,1,3,163,64,7,76,1,-49,Sales and Business Management,0,1,1,YES
965,0,57,1,3,162,65,7,77,1,-49,Sales and Business Management,0,1,1,NO
973,0,57,1,3,161,66,7,78,0,-49,Architecture and Engineering,0,1,1,NO
981,0,57,0,3,167,89,7,79,0,-49,Government,0,1,1,YES
989,0,57,1,3,166,77,7,80,0,-49,Government,0,1,1,NO
997,0,57,1,3,165,76,7,81,0,-49,Government,0,1,1,YES
1028,0,57,0,3,164,57,7,82,0,-49,Education,0,1,1,YES
1069,0,57,1,3,163,58,7,83,0,-49,Sales and Business Management,0,1,1,YES
1108,0,57,1,3,162,59,7,84,1,-49,Education,0,0,1,YES
1147,0,57,0,3,161,60,7.5,85,0,-49,Government,0,0,0,YES
1186,0,57,0,3,167,61,7.4,86,1,-49,Education,0,0,1,YES
1225,0,57,1,3,166,62,7.3,87,0,-49,Arts and Entertainment,1,0,0,YES
1264,0,57,1,3,165,63,7,88,0,-49,Sales and Business Management,0,0,1,YES
1303,0,57,1,3,164,64,7,89,0,-49,Government,0,0,0,NO
31,1,58,1,3,153,85,5.2,90,0,-51,Health and Medicine,0,1,1,NO
69,1,58,1,3,154,84.6,5.1,91,0,-51,Architecture and Engineering,1,0,1,NO
107,1,58,1,3,155,84.05714286,5,92,0,-51,Education,0,0,1,YES
318,1,58,1,3,156,83.51428571,4.9,93,0,-51,Health and Medicine,0,0,1,NO
359,1,58,1,3,157,82.97142857,3.8,94,0,-51,Health and Medicine,0,0,1,NO
400,1,58,0,3,158,82.42857143,3.8,95,0,-51,Arts and Entertainment,1,0,0,YES
441,1,58,1,3,159,81.88571429,6.9,96,0,-51,Education,0,0,1,YES
482,1,58,1,3,150,81.34285714,6.8,97,0,-51,Health and Medicine,0,0,0,NO
523,1,58,1,3,151,82,6.7,98,0,-51,Sales and Business Management,0,0,1,YES
564,1,58,1,3,152,83,6.6,99,0,-51,Health and Medicine,0,0,1,NO
605,1,58,0,3,153,84,6.5,100,0,-51,Arts and Entertainment,1,0,0,YES
646,1,58,1,3,154,85,6.4,101,1,-51,Community and Social Services,0,0,0,NO
687,0,58,0,3,163,65,7,102,0,-51,Law and Public Policy,0,0,0,NO
728,0,58,1,3,162,66,7,103,1,-51,Health and Medicine,0,0,1,NO
769,0,58,1,3,161,89,7,104,0,-51,Health and Medicine,0,0,1,NO
810,0,58,0,3,167,77,7,105,0,-51,Sales and Business Management,0,0,0,YES
851,0,58,1,3,166,76,7,106,0,-51,Sales and Business Management,0,0,1,YES
892,0,58,0,3,165,57,7,107,0,-51,Sales and Business Management,0,0,0,YES
910,0,58,0,3,164,58,7,108,0,-51,Sales and Business Management,0,0,1,YES
918,0,58,1,3,163,59,7,109,0,-51,Sales and Business Management,0,0,1,YES
926,0,58,0,3,162,60,7.5,110,0,-51,Education,0,0,1,YES
934,0,58,1,3,161,61,7.4,111,1,-51,Health and Medicine,0,1,1,NO
942,0,58,0,3,167,62,7.3,112,0,-51,Health and Medicine,0,1,0,NO
950,0,58,1,3,166,63,7,113,0,-51,Education,0,1,1,YES
958,0,58,1,3,165,64,7,114,0,-51,Architecture and Engineering,0,1,0,YES
966,0,58,1,3,164,65,7,115,0,-51,Education,0,1,1,YES
974,0,58,1,3,163,66,7,116,0,-51,Sales and Business Management,0,1,1,NO
982,0,58,0,3,162,89,7,117,0,-51,Sales and Business Management,0,1,1,NO
990,0,58,1,3,161,77,7,118,0,-51,Community and Social Services,1,1,1,YES
998,0,58,1,3,165,76,7,119,1,-51,Sales and Business Management,0,1,1,NO
1029,0,58,0,3,164,57,7,120,0,-51,Health and Medicine,1,0,1,NO
1070,0,58,1,3,163,58,7,121,0,-51,Health and Medicine,1,0,1,NO
1109,0,58,1,3,162,59,7,122,0,-51,Health and Medicine,1,0,1,NO
1148,0,58,0,4,161,60,7.5,123,0,-51,Education,1,0,1,YES
1187,0,58,1,4,167,61,7.4,124,0,-51,Community and Social Services,1,0,1,YES
1226,0,58,0,4,166,62,7.3,125,0,-51,Sales and Business Management,1,0,1,NO
1265,0,58,0,4,165,63,7,126,0,-51,Sales and Business Management,1,0,1,YES
1304,0,58,1,4,164,64,7,127,0,-51,Sales and Business Management,1,0,1,YES
32,1,59,1,4,155,86,6.3,128,1,-53,Education,1,0,1,YES
70,1,59,0,4,156,87,6.2,129,1,-53,Government,1,0,1,YES
108,1,59,1,4,157,88,6.1,130,1,-53,Government,1,0,1,NO
319,1,59,1,4,158,89,6,131,0,-53,Education,1,0,1,YES
360,1,59,1,4,159,90,6.9,132,0,-53,Education,1,0,1,YES
401,1,59,0,4,150,96,6.8,133,0,-53,Government,1,0,1,YES
442,1,59,1,4,151,95,6.7,134,0,-53,Sales and Business Management,1,1,1,NO
483,1,59,0,4,152,89,6.6,135,0,-53,Government,1,1,0,NO
524,1,59,1,4,153,89,6.5,136,0,-53,Sales and Business Management,1,1,1,YES
565,1,59,1,4,154,89,6.4,137,0,-53,"Farming, Forestry and Fishing",1,1,0,YES
606,1,59,0,4,155,88,6.3,138,0,-53,Education,0,1,0,YES
647,1,59,1,4,156,88,6.2,139,0,-53,Government,0,1,0,NO
688,0,59,0,4,163,65,7,140,1,-53,Architecture and Engineering,1,0,0,YES
729,0,59,1,4,162,66,7,141,0,-53,Architecture and Engineering,1,0,0,YES
770,0,59,1,4,161,89,7,142,0,-53,Government,0,0,0,NO
811,0,59,0,4,167,77,7,143,0,-53,Government,0,0,0,NO
852,0,59,0,4,166,76,7,144,0,-53,Government,1,0,0,YES
893,0,59,0,4,165,57,7,145,0,-53,Education,0,0,0,NO
1030,0,59,0,4,164,58,7,146,1,-53,Architecture and Engineering,1,0,1,NO
1071,0,59,1,4,163,59,7,147,0,-53,Education,0,1,0,YES
1110,0,59,1,4,162,60,7.5,148,0,-53,Government,1,1,0,NO
1149,0,59,0,4,161,61,7.4,149,1,-53,Education,0,1,1,YES
1188,0,59,1,4,167,62,7.3,150,0,-53,Sales and Business Management,0,1,1,YES
1227,0,59,1,4,166,63,7,151,0,-53,Sales and Business Management,0,1,1,YES
1266,0,59,0,4,165,64,7,152,0,-53,Government,0,1,0,NO
1305,0,59,1,4,164,65,7,153,0,-53,Government,0,1,1,YES
33,1,60,1,4,157,87,6.1,154,0,-55,Health and Medicine,1,1,1,NO
71,1,60,1,4,158,87,6,155,0,-55,Health and Medicine,0,1,1,NO
109,1,60,0,4,159,86,5.9,156,0,-55,Health and Medicine,1,1,1,NO
320,1,60,1,4,150,86,5.8,157,0,-55,Law and Public Policy,0,1,1,NO
361,1,60,1,4,151,85,5.7,158,0,-55,Law and Public Policy,1,1,1,NO
402,1,60,0,4,152,84.6,5.6,159,0,-55,Law and Public Policy,0,1,1,NO
443,1,60,1,4,153,84.05714286,5.5,160,0,-55,Community and Social Services,0,1,1,YES
484,1,60,0,4,154,83.51428571,5.4,161,0,-55,Health and Medicine,0,1,1,NO
525,1,60,1,4,155,82.97142857,5.3,162,0,-55,Health and Medicine,0,1,1,NO
566,1,60,1,4,156,82.42857143,5.2,163,0,-55,Health and Medicine,0,1,1,NO
607,1,60,0,1,157,81.88571429,5.1,164,0,-55,Health and Medicine,0,1,1,NO
648,1,60,0,1,158,81.34285714,5,165,0,-55,Health and Medicine,0,1,0,NO
689,0,60,0,1,163,66,7,166,0,-55,Health and Medicine,0,1,1,NO
730,0,60,1,1,162,89,7,167,0,-55,Health and Medicine,0,1,1,NO
771,0,60,0,1,161,77,7,168,0,-55,Education,0,0,1,YES
812,0,60,0,1,150,76,7,169,1,-55,Sales and Business Management,0,0,1,NO
853,0,60,1,1,151,57,7,170,0,-55,Sales and Business Management,0,0,1,NO
894,0,60,0,1,152,58,7,171,0,-55,Sales and Business Management,0,0,1,YES
1031,0,60,1,1,153,59,7,172,0,-55,Sales and Business Management,0,0,1,NO
1072,0,60,1,1,154,60,7.5,173,0,-55,Education,0,0,1,YES
1111,0,60,0,1,155,61,7.4,174,0,-55,Health and Medicine,0,0,1,NO
1150,0,60,0,1,156,62,7.3,175,0,-55,Health and Medicine,0,0,1,NO
1189,0,60,1,1,157,63,7,176,1,-55,Health and Medicine,0,0,1,NO
1228,0,60,1,1,158,64,7,177,0,-55,Sales and Business Management,0,0,0,YES
1267,0,60,0,1,159,65,7,40,0,-55,Sales and Business Management,0,0,1,YES
1306,0,60,1,1,150,66,7,41,0,-55,Sales and Business Management,0,0,0,YES
34,1,61,1,1,159,82,4.9,42,0,-57,Health and Medicine,0,1,1,NO
72,1,61,1,1,150,83,5.9,43,0,-57,Health and Medicine,0,0,1,NO
110,1,61,0,1,151,84,5.8,44,0,-57,Health and Medicine,0,0,0,NO
321,1,61,1,1,152,85,5.7,45,0,-57,Arts and Entertainment,1,0,0,YES
362,1,61,1,1,153,86,5.6,46,0,-57,Law and Public Policy,0,0,1,YES
403,1,61,0,1,154,87,5.5,47,0,-57,Community and Social Services,0,0,0,NO
444,1,61,0,1,155,88,5.4,48,0,-57,Law and Public Policy,0,0,0,NO
485,1,61,0,1,156,89,5.3,49,0,-57,Health and Medicine,0,0,0,NO
526,1,61,1,1,157,90,5.2,50,0,-57,Health and Medicine,0,0,1,NO
567,1,61,0,1,158,96,5.1,51,0,-57,Education,0,0,1,YES
608,1,61,0,1,159,95,5,52,0,-57,Health and Medicine,0,0,0,NO
649,1,61,1,1,150,89,4.9,53,0,-57,Health and Medicine,0,0,1,NO
690,0,61,0,2,151,89,7,54,0,-57,Education,0,0,1,YES
731,0,61,1,2,152,77,7,55,0,-57,Sales and Business Management,0,1,0,YES
772,0,61,0,2,153,76,7,56,0,-57,Education,0,0,1,YES
813,0,61,1,2,154,57,7,57,0,-57,Arts and Entertainment,0,1,0,YES
854,0,61,1,2,155,58,7,58,0,-57,Sales and Business Management,0,1,0,YES
895,0,61,1,2,156,59,7,59,1,-57,Sales and Business Management,0,1,0,YES
1032,0,61,1,2,157,60,6.9,60,0,-57,Community and Social Services,0,1,1,NO
1073,0,61,1,2,158,61,6.8,61,0,-57,Health and Medicine,0,1,1,NO
1112,0,61,0,2,159,62,6.7,62,0,-57,Sales and Business Management,0,1,1,YES
1151,0,61,0,2,150,63,6.6,63,0,-57,Education,0,1,1,YES
1190,0,61,1,2,151,64,6.5,64,0,-57,Health and Medicine,0,1,1,NO
1229,0,61,1,2,152,65,6.4,65,0,-57,Health and Medicine,0,1,1,NO
1268,0,61,0,2,153,66,6.3,66,0,-57,Health and Medicine,0,0,0,NO
1307,0,61,1,2,154,89,6.2,67,0,-57,"Farming, Forestry and Fishing",0,0,0,YES
35,1,62,1,2,151,89,5.9,68,0,-59,Community and Social Services,0,0,0,NO
73,1,62,1,2,152,89,5.8,69,0,-59,Community and Social Services,0,0,0,NO
111,1,62,0,2,153,88,5.7,70,0,-59,Community and Social Services,0,0,0,NO
322,1,62,1,2,154,88,5.6,71,0,-59,Education,0,0,1,YES
363,1,62,0,2,155,87,5.5,72,0,-59,Education,0,0,1,YES
404,1,62,0,2,156,87,5.4,73,0,-59,Health and Medicine,0,0,0,NO
445,1,62,1,2,157,86,5.3,74,0,-59,Health and Medicine,0,1,1,NO
486,1,62,0,2,158,86,5.2,75,0,-59,Health and Medicine,0,1,0,YES
527,1,62,1,2,159,85,5.1,76,0,-59,Health and Medicine,0,1,1,NO
568,1,62,0,2,150,84.6,5,77,0,-59,Law and Public Policy,0,1,0,NO
609,1,62,1,2,151,84.05714286,4.9,78,0,-59,Law and Public Policy,0,1,1,NO
650,0,62,1,2,155,77,6.1,79,1,-59,Education,0,0,0,YES
691,0,62,1,2,156,76,6,80,0,-59,Law and Public Policy,0,0,1,NO
732,0,62,1,2,157,57,5.9,81,0,-59,Health and Medicine,0,0,1,NO
773,0,62,0,2,158,58,5.8,82,0,-59,Community and Social Services,0,0,1,YES
814,0,62,1,2,159,59,5.7,83,0,-59,Health and Medicine,0,0,1,NO
855,0,62,1,2,150,60,5.6,84,0,-59,Community and Social Services,0,0,1,YES
896,0,62,1,2,151,61,5.5,85,1,-59,Community and Social Services,0,0,1,NO
1033,0,62,1,2,152,62,5.4,86,0,-59,Health and Medicine,0,0,1,NO
1074,0,62,1,2,153,63,5.3,87,0,-59,Health and Medicine,0,0,1,NO
1113,0,62,0,2,154,64,5.2,88,0,-59,Education,0,0,1,YES
1152,0,62,0,2,155,65,5.1,89,0,-59,Health and Medicine,0,0,1,NO
1191,0,62,1,2,156,66,5,90,0,-59,Health and Medicine,0,0,1,NO
1230,0,62,1,2,157,89,4.9,91,1,-59,Education,0,0,1,YES
1269,0,62,1,2,158,77,4.8,92,0,-59,Education,0,1,1,YES
1308,0,62,1,2,159,76,4.7,93,0,-59,Health and Medicine,0,1,1,NO
36,1,63,0,2,152,83.51428571,3.8,94,0,-61,Health and Medicine,0,1,0,NO
74,1,63,1,2,153,82.97142857,3.8,95,0,-61,Health and Medicine,0,1,1,NO
112,1,63,0,2,154,82.42857143,6.9,96,0,-61,Health and Medicine,0,1,1,NO
323,1,63,1,2,155,81.88571429,6.8,97,0,-61,Health and Medicine,0,1,0,NO
364,1,63,0,2,156,81.34285714,6.7,98,0,-61,Health and Medicine,0,1,1,NO
405,1,63,1,2,157,82,6.6,99,0,-61,Education,0,1,0,YES
446,1,63,1,2,158,83,6.5,100,0,-61,Health and Medicine,0,1,1,NO
487,1,63,1,2,159,84,6.4,101,0,-61,Health and Medicine,0,1,1,NO
528,1,63,1,2,150,85,6.3,102,0,-61,Health and Medicine,0,1,1,NO
569,1,63,0,2,151,86,6.2,103,0,-61,Education,0,1,1,YES
610,1,63,1,2,152,87,6.1,104,0,-61,"Farming, Forestry and Fishing",0,1,1,NO
651,0,63,1,2,150,57,4.6,105,0,-61,Health and Medicine,0,1,1,NO
692,0,63,1,2,151,58,4.5,106,0,-61,Health and Medicine,0,1,1,NO
733,0,63,1,2,152,59,4.4,107,0,-61,Law and Public Policy,1,1,0,NO
774,0,63,0,2,153,60,6.9,108,1,-61,Education,1,1,1,YES
815,0,63,1,2,154,61,6.8,109,0,-61,Law and Public Policy,1,1,0,YES
856,0,63,1,2,155,62,6.7,110,0,-61,Sales and Business Management,1,1,0,YES
897,0,63,1,2,156,63,6.6,111,0,-61,Health and Medicine,1,1,1,NO
1034,0,63,1,2,157,64,6.5,112,0,-61,Architecture and Engineering,1,0,0,YES
1075,0,63,1,2,158,65,6.4,113,0,-61,Community and Social Services,1,0,0,NO
1114,0,63,0,2,159,66,6.3,114,1,-61,Health and Medicine,1,0,0,NO
1153,0,63,1,2,150,89,6.2,115,0,-61,"Farming, Forestry and Fishing",1,0,0,YES
1192,0,63,0,2,151,77,6.1,116,0,-61,Health and Medicine,1,0,1,NO
1231,0,63,0,2,152,76,6,117,0,-61,Health and Medicine,0,0,0,YES
1270,0,63,1,2,153,57,5.9,118,0,-61,Community and Social Services,0,0,1,YES
1309,0,63,1,2,154,58,5.8,119,0,-61,Community and Social Services,1,0,1,YES
37,1,64,1,2,153,88,6,120,0,-63,Health and Medicine,0,1,1,NO
75,1,64,0,2,154,89,6.9,121,0,-63,Community and Social Services,0,1,0,NO
113,1,64,1,2,155,90,6.8,122,0,-63,Health and Medicine,0,1,0,NO
324,1,64,1,2,156,96,6.7,123,0,-63,Arts and Entertainment,0,0,0,YES
365,1,64,0,2,157,95,6.6,124,0,-63,Health and Medicine,0,0,0,NO
406,1,64,1,2,158,89,6.5,125,0,-63,Health and Medicine,0,0,1,NO
447,1,64,1,2,159,89,6.4,126,0,-63,Health and Medicine,0,0,1,NO
488,1,64,1,2,150,89,6.3,127,0,-63,Health and Medicine,0,0,1,NO
529,1,64,1,2,151,88,6.2,128,0,-63,Law and Public Policy,0,0,0,NO
570,1,64,0,2,152,88,6.1,129,0,-63,Community and Social Services,1,0,1,YES
611,1,64,1,2,153,87,6,130,0,-63,Health and Medicine,1,0,1,NO
652,0,64,1,2,155,59,5.7,131,0,-63,"Installation, Repair and Maintenance",0,0,1,NO
693,0,64,1,2,156,60,5.6,132,0,-63,"Installation, Repair and Maintenance",1,0,1,NO
734,0,64,1,2,157,61,5.5,133,0,-63,Community and Social Services,0,0,1,YES
775,0,64,0,2,158,62,5.4,134,0,-63,Education,1,0,1,YES
816,0,64,1,2,159,63,5.3,135,1,-63,Health and Medicine,0,0,1,NO
857,0,64,0,2,150,64,5.2,136,0,-63,Health and Medicine,0,0,1,NO
898,0,64,1,2,151,65,5.1,137,1,-63,Education,0,0,1,YES
1035,0,64,1,2,152,66,5,138,1,-63,Health and Medicine,0,0,1,NO
1076,0,64,1,2,153,89,4.9,139,1,-63,Health and Medicine,0,0,1,NO
1115,0,64,0,2,154,77,4.8,140,1,-63,Education,0,0,1,YES
1154,0,64,1,2,155,76,4.7,141,1,-63,Health and Medicine,0,0,1,NO
1193,0,64,1,2,156,57,4.6,142,1,-63,Health and Medicine,0,0,1,NO
1232,0,64,0,2,157,58,4.5,143,1,-63,Health and Medicine,0,0,0,NO
1271,0,64,1,2,158,59,4.4,144,1,-63,Community and Social Services,0,0,0,NO
1310,0,64,1,2,159,60,6.9,145,0,-63,Arts and Entertainment,0,0,0,NO
38,1,65,1,2,154,87,5.9,146,0,-65,Health and Medicine,1,0,1,NO
76,1,65,0,2,155,86,5.8,147,0,-65,Law and Public Policy,1,0,0,NO
114,1,65,1,2,156,86,5.7,148,0,-65,"Installation, Repair and Maintenance",1,0,0,NO
325,1,65,1,2,157,85,5.6,149,0,-65,Law and Public Policy,1,0,0,NO
366,1,65,0,2,158,84.6,5.5,150,0,-65,Law and Public Policy,1,0,0,YES
407,1,65,1,2,159,84.05714286,5.4,151,0,-65,Community and Social Services,1,0,0,NO
448,1,65,1,2,150,83.51428571,5.3,152,0,-65,Law and Public Policy,1,0,1,NO
489,1,65,1,2,151,82.97142857,5.2,153,0,-65,Community and Social Services,1,0,0,NO
530,1,65,1,2,152,82.42857143,5.1,154,0,-65,Law and Public Policy,0,0,1,NO
571,1,65,0,2,153,81.88571429,5,155,0,-65,Health and Medicine,0,1,0,NO
612,1,65,1,2,154,81.34285714,4.9,156,0,-65,Community and Social Services,1,1,1,YES
653,0,65,0,2,150,61,6.8,157,0,-65,Education,0,0,1,YES
694,0,65,1,2,151,62,6.7,158,0,-65,Sales and Business Management,0,1,0,YES
735,0,65,1,2,152,63,6.6,159,0,-65,Health and Medicine,0,1,1,NO
776,0,65,0,2,153,64,6.5,160,1,-65,Sales and Business Management,0,1,0,YES
817,0,65,1,2,154,65,6.4,161,0,-65,Education,0,0,0,YES
858,0,65,0,2,155,66,6.3,162,0,-65,Education,0,0,1,YES
899,0,65,1,2,156,89,6.2,163,1,-65,Education,0,0,0,YES
1036,0,65,1,2,157,77,6.1,164,0,-65,Education,0,0,0,YES
1077,0,65,0,2,158,76,6,165,0,-65,Health and Medicine,0,0,0,NO
1116,0,65,0,2,159,57,5.9,166,0,-65,Law and Public Policy,0,0,0,NO
1155,0,65,1,2,150,58,5.8,167,0,-65,Community and Social Services,0,0,0,NO
1194,0,65,1,2,151,59,5.7,168,0,-65,Community and Social Services,0,0,0,NO
1233,0,65,0,2,152,60,5.6,169,0,-65,Health and Medicine,0,0,0,YES
1272,0,65,1,2,153,61,5.5,170,0,-65,Health and Medicine,0,0,1,NO
1311,0,65,1,2,154,62,5.4,171,0,-65,Health and Medicine,0,0,1,NO
326,1,66,1,2,155,82,5.9,172,0,-67,Health and Medicine,0,1,1,NO
367,1,66,0,2,156,83,5.8,173,0,-67,Health and Medicine,1,1,1,NO
408,1,66,1,2,157,84,5.7,174,0,-67,Health and Medicine,0,1,1,NO
449,1,66,0,2,158,85,5.6,175,0,-67,Education,1,1,1,YES
490,1,66,1,2,150,86,5.5,176,0,-67,Education,0,1,1,YES
531,1,66,1,2,151,87,5.4,177,0,-67,Education,0,1,1,YES
572,1,66,0,2,152,88,5.3,40,0,-67,Education,0,1,1,YES
613,1,66,1,2,153,89,5.2,41,0,-67,Education,0,1,1,YES
654,0,66,0,2,155,63,5.3,42,0,-67,Education,0,0,1,YES
695,0,66,1,2,156,64,5.2,43,0,-67,Community and Social Services,0,0,1,YES
736,0,66,1,2,157,65,5.1,44,0,-67,Health and Medicine,0,0,1,NO
777,0,66,0,2,158,66,5,45,0,-67,Health and Medicine,0,0,1,NO
818,0,66,0,2,159,89,4.9,46,0,-67,Health and Medicine,0,0,1,NO
859,0,66,0,2,150,77,4.8,47,0,-67,Health and Medicine,0,0,1,NO
900,0,66,1,2,151,76,4.7,48,0,-67,Health and Medicine,0,0,1,NO
1037,0,66,1,2,152,57,4.6,49,0,-67,Architecture and Engineering,1,0,1,NO
1078,0,66,0,2,153,58,4.5,50,0,-67,Health and Medicine,0,0,1,NO
1117,0,66,0,2,154,59,4.4,51,0,-67,Community and Social Services,0,0,1,YES
1156,0,66,1,2,155,60,6.9,52,0,-67,Health and Medicine,0,0,1,NO
1195,0,66,1,3,156,61,6.8,53,0,-67,Community and Social Services,0,0,0,YES
1234,0,66,0,3,157,62,6.7,54,1,-67,Law and Public Policy,0,0,0,NO
1273,0,66,1,3,158,63,6.6,55,0,-67,Education,0,1,1,YES
1312,0,66,1,3,159,64,6.5,56,0,-67,Sales and Business Management,0,1,1,YES
121,1,67,1,3,154,90,5.1,57,0,-69,Community and Social Services,0,1,1,YES
128,1,67,0,3,155,96,5,58,0,-69,Community and Social Services,0,1,1,NO
135,1,67,1,3,156,95,4.9,59,0,-69,Community and Social Services,0,1,0,NO
142,1,67,1,3,157,89,5.9,60,0,-69,Education,0,1,0,YES
149,1,67,1,3,158,89,5.8,61,0,-69,Health and Medicine,0,1,1,NO
156,1,67,1,3,159,89,5.7,62,0,-69,Health and Medicine,0,1,1,NO
163,1,67,0,3,159,88,5.6,63,0,-69,Education,0,1,0,NO
170,1,67,1,3,150,88,5.5,64,0,-69,Health and Medicine,0,1,1,NO
177,1,67,0,3,151,87,5.4,65,0,-69,Education,0,1,1,YES
184,1,67,1,3,152,87,5.3,66,0,-69,Education,0,0,0,YES
191,1,67,1,3,153,86,5.2,67,0,-69,Education,0,0,0,YES
327,1,67,1,3,154,86,5.1,68,0,-69,Education,0,0,0,YES
368,1,67,0,3,155,85,5,69,0,-69,Education,0,0,1,YES
409,1,67,1,3,156,84.6,4.9,70,0,-69,Law and Public Policy,0,0,0,NO
450,1,67,0,3,157,84.05714286,3.8,71,0,-69,Sales and Business Management,0,0,0,YES
491,1,67,1,3,158,83.51428571,3.8,72,0,-69,Health and Medicine,0,0,1,NO
532,1,67,1,3,159,82.97142857,6.9,73,0,-69,Education,0,0,0,YES
573,1,67,0,3,157,82.42857143,6.8,74,0,-69,Health and Medicine,0,0,1,NO
614,1,67,0,3,158,81.88571429,6.7,75,0,-69,Sales and Business Management,0,0,1,NO
655,0,67,0,3,150,65,6.4,76,0,-69,Community and Social Services,0,1,0,NO
696,0,67,1,3,151,66,6.3,77,0,-69,Education,0,0,0,YES
737,0,67,0,3,152,89,6.2,78,0,-69,"Farming, Forestry and Fishing",0,0,0,YES
778,0,67,0,3,153,77,6.1,79,0,-69,"Farming, Forestry and Fishing",0,0,0,YES
819,0,67,1,3,154,76,6,80,0,-69,Education,0,0,0,YES
860,0,67,0,3,155,57,5.9,81,0,-69,Health and Medicine,0,0,0,NO
901,0,67,1,3,156,58,5.8,82,0,-69,Health and Medicine,0,0,1,NO
1038,0,67,1,3,157,59,5.7,83,0,-69,Education,0,0,0,YES
1079,0,67,0,3,158,60,5.6,84,0,-69,Education,0,0,1,YES
1118,0,67,0,3,150,61,5.5,85,0,-69,Education,0,0,1,YES
1157,0,67,1,3,151,62,5.4,86,0,-69,Law and Public Policy,0,0,1,NO
1196,0,67,1,3,152,63,5.3,87,0,-69,Health and Medicine,0,0,1,NO
1235,0,67,1,3,153,64,5.2,88,0,-69,Health and Medicine,0,0,1,NO
1274,0,67,1,3,154,65,5.1,89,0,-69,Health and Medicine,0,0,1,NO
1313,0,67,1,3,155,66,5,90,0,-69,Health and Medicine,0,0,1,NO
328,1,68,1,3,150,81.34285714,6.6,91,0,-71,Community and Social Services,0,0,1,YES
369,1,68,0,3,151,82,6.5,92,0,-71,Community and Social Services,0,0,1,YES
410,1,68,0,3,152,83,6.4,93,0,-71,Community and Social Services,0,0,1,YES
451,1,68,0,3,153,84,6.3,94,0,-71,Community and Social Services,0,0,1,YES
492,1,68,1,3,154,85,6.2,95,0,-71,Health and Medicine,0,0,1,NO
533,1,68,0,3,155,86,6.1,96,0,-71,Health and Medicine,0,0,0,NO
574,1,68,0,3,156,87,6,97,0,-71,Community and Social Services,0,0,1,YES
